Data;Título;Link;Termo da pesquisa ;Autor;Fontes;Assuntos tratados;;
14.03.2016;"Au Brésil, Dilma Rousseff face à des manifestations dampleur inédite
";http://www.lemonde.fr/ameriques/article/2016/03/14/au-bresil-dilma-rousseff-face-a-des-manifestations-d-ampleur-inedite_4882140_3222.html#z20FUVOQd0xQoQMr.99;Lava Jato;Correspondente Claire Gatinois;Leticia Falcao (manifestante anti-PT);Manifestações contra Dilma Rousseff;;
14.03.2016;"Au Brésil, Dilma Rousseff face à des manifestations dampleur inédite
";http://www.lemonde.fr/ameriques/article/2016/03/14/au-bresil-dilma-rousseff-face-a-des-manifestations-d-ampleur-inedite_4882140_3222.html#z20FUVOQd0xQoQMr.99;Lava Jato;Correspondente Claire Gatinois;Carlos Melo (politólogo do Insper);Manifestações contra Dilma Rousseff;;
14.03.2016;"Au Brésil, Dilma Rousseff face à des manifestations dampleur inédite
";http://www.lemonde.fr/ameriques/article/2016/03/14/au-bresil-dilma-rousseff-face-a-des-manifestations-d-ampleur-inedite_4882140_3222.html#z20FUVOQd0xQoQMr.99;Lava Jato;Correspondente Claire Gatinois;Joao Augusto de Castro Neves (consultoria de risco político Eurasia Group);Manifestações contra Dilma Rousseff;;
14.03.2016;"Au Brésil, Dilma Rousseff face à des manifestations dampleur inédite
";http://www.lemonde.fr/ameriques/article/2016/03/14/au-bresil-dilma-rousseff-face-a-des-manifestations-d-ampleur-inedite_4882140_3222.html#z20FUVOQd0xQoQMr.99;Lava Jato;Correspondente Claire Gatinois;Daniel Pereira Andrade (sociólogo da FGV);Manifestações contra Dilma Rousseff;;
14.03.2016;"Au Brésil, Dilma Rousseff face à des manifestations dampleur inédite
";http://www.lemonde.fr/ameriques/article/2016/03/14/au-bresil-dilma-rousseff-face-a-des-manifestations-d-ampleur-inedite_4882140_3222.html#z20FUVOQd0xQoQMr.99;Lava Jato;Correspondente Claire Gatinois;Denise Assis (escritora defensora de Dilma);Manifestações contra Dilma Rousseff;;
15.03.2016;"Après la colère de la rue, quel avenir politique pour le Brésil ?
";http://www.lemonde.fr/international/article/2016/03/15/apres-la-colere-de-la-rue-quel-avenir-politique-pour-le-bresil_4883105_3210.html#UEL1IRvRYlhmiJIM.99;Lava Jato;Correspondente Claire Gatinois;André Singer (Folha de S. Paulo);Dilma Rousseff;O texto fala sobre 5 hipóteses relacionadas à situação de Dilma no governo: Lula como Ministro (neste momento cita a Operação Lava Jato, Impeachment, Novas eleições, mudança de constituição (parlamentarismo) e Renúncia de Dilma. O texto cita que tanto Lula, Aécio e Temer estão envolvidos na Lava Jato.;
15.03.2016;"Après la colère de la rue, quel avenir politique pour le Brésil ?
";http://www.lemonde.fr/international/article/2016/03/15/apres-la-colere-de-la-rue-quel-avenir-politique-pour-le-bresil_4883105_3210.html#UEL1IRvRYlhmiJIM.99;Lava Jato;Correspondente Claire Gatinois;Clovis Rossi (Folha de S. Paulo);Dilma Rousseff;O texto fala sobre 5 hipóteses relacionadas à situação de Dilma no governo: Lula como Ministro (neste momento cita a Operação Lava Jato, Impeachment, Novas eleições, mudança de constituição (parlamentarismo) e Renúncia de Dilma. O texto cita que tanto Lula, Aécio e Temer estão envolvidos na Lava Jato.;
15.03.2016;"Après la colère de la rue, quel avenir politique pour le Brésil ?
";http://www.lemonde.fr/international/article/2016/03/15/apres-la-colere-de-la-rue-quel-avenir-politique-pour-le-bresil_4883105_3210.html#UEL1IRvRYlhmiJIM.99;Lava Jato;Correspondente Claire Gatinois;Dilma Rousseff;Dilma Rousseff;O texto fala sobre 5 hipóteses relacionadas à situação de Dilma no governo: Lula como Ministro (neste momento cita a Operação Lava Jato, Impeachment, Novas eleições, mudança de constituição (parlamentarismo) e Renúncia de Dilma. O texto cita que tanto Lula, Aécio e Temer estão envolvidos na Lava Jato.;
15.03.2016;"Après la colère de la rue, quel avenir politique pour le Brésil ?
";http://www.lemonde.fr/international/article/2016/03/15/apres-la-colere-de-la-rue-quel-avenir-politique-pour-le-bresil_4883105_3210.html#UEL1IRvRYlhmiJIM.99;Lava Jato;Correspondente Claire Gatinois;;Dilma Rousseff;O texto fala sobre 5 hipóteses relacionadas à situação de Dilma no governo: Lula como Ministro (neste momento cita a Operação Lava Jato, Impeachment, Novas eleições, mudança de constituição (parlamentarismo) e Renúncia de Dilma. O texto cita que tanto Lula, Aécio e Temer estão envolvidos na Lava Jato.;
17.03.2016 ;Sergio Moro, le juge qui fait trembler le Brésil;http://www.lemonde.fr/ameriques/article/2016/03/17/bresil-sergio-moro-le-juge-au-c-ur-du-scandale-petrobras_4885091_3222.html#rczp0sCFUWdtVijh.99;Lava Jato;Le Monde;Sérgio Moro;Sérgio Moro;;
17.03.2016 ;Sergio Moro, le juge qui fait trembler le Brésil;http://www.lemonde.fr/ameriques/article/2016/03/17/bresil-sergio-moro-le-juge-au-c-ur-du-scandale-petrobras_4885091_3222.html#rczp0sCFUWdtVijh.99;Lava Jato;Le Monde;New York Times;Sérgio Moro;;
17.03.2016 ;Sergio Moro, le juge qui fait trembler le Brésil;http://www.lemonde.fr/ameriques/article/2016/03/17/bresil-sergio-moro-le-juge-au-c-ur-du-scandale-petrobras_4885091_3222.html#rczp0sCFUWdtVijh.99;Lava Jato;Le Monde;;Sérgio Moro;;
17.03.2016 ;"Le retour de Lula au gouvernement met le Brésil dans la rue
";http://www.lemonde.fr/ameriques/article/2016/03/17/apres-l-arrivee-de-lula-au-gouvernement-le-bresil-s-embrase_4884300_3222.html#g4LdjttWrY8MgZRQ.99;Lava Jato;Correspondente Claire Gatinois;Stéphane Monclaire (especialista em Brasil na Sorbonne);Polêmica sobre a escuta telefônica entre Dilma e Lula;;
17.03.2016 ;"Le retour de Lula au gouvernement met le Brésil dans la rue
";http://www.lemonde.fr/ameriques/article/2016/03/17/apres-l-arrivee-de-lula-au-gouvernement-le-bresil-s-embrase_4884300_3222.html#g4LdjttWrY8MgZRQ.99;Lava Jato;Correspondente Claire Gatinois;Marco Antonio Carvalho Teixeira (professor de política da FGV);Polêmica sobre a escuta telefônica entre Dilma e Lula;;
17.03.2016 ;"Le retour de Lula au gouvernement met le Brésil dans la rue
";http://www.lemonde.fr/ameriques/article/2016/03/17/apres-l-arrivee-de-lula-au-gouvernement-le-bresil-s-embrase_4884300_3222.html#g4LdjttWrY8MgZRQ.99;Lava Jato;Correspondente Claire Gatinois;Mathias de Alencastro (politólogo);Polêmica sobre a escuta telefônica entre Dilma e Lula;;
17.03.2016 ;"Le retour de Lula au gouvernement met le Brésil dans la rue
";http://www.lemonde.fr/ameriques/article/2016/03/17/apres-l-arrivee-de-lula-au-gouvernement-le-bresil-s-embrase_4884300_3222.html#g4LdjttWrY8MgZRQ.99;Lava Jato;Correspondente Claire Gatinois;Carlos Melo (professor do Insper);Polêmica sobre a escuta telefônica entre Dilma e Lula;;
17.03.2016 ;"Le retour de Lula au gouvernement met le Brésil dans la rue
";http://www.lemonde.fr/ameriques/article/2016/03/17/apres-l-arrivee-de-lula-au-gouvernement-le-bresil-s-embrase_4884300_3222.html#g4LdjttWrY8MgZRQ.99;Lava Jato;Correspondente Claire Gatinois;;Polêmica sobre a escuta telefônica entre Dilma e Lula;;
17.03.2016 ;Brésil : guérilla judiciaire contre Dilma Rousseff et Lula da Silva;http://www.lemonde.fr/ameriques/article/2016/03/17/bresil-un-juge-demande-la-suspension-de-l-entree-au-gouvernement-de-lula_4885125_3222.html#1PFLDKH65wyp1LLY.99;Lava Jato;Le Monde e AFP;Floriano Peixoto de Azevedo (professor da USP);Escuta telefônica da conversa entre Lula e Dilma;Lula é citado como alvo da Operação Lava Jato;
17.03.2016 ;Brésil : guérilla judiciaire contre Dilma Rousseff et Lula da Silva;http://www.lemonde.fr/ameriques/article/2016/03/17/bresil-un-juge-demande-la-suspension-de-l-entree-au-gouvernement-de-lula_4885125_3222.html#1PFLDKH65wyp1LLY.99;Lava Jato;Le Monde e AFP;Stéphane Monclaire (professora da Sorbonne especialista em Brasil);Escuta telefônica da conversa entre Lula e Dilma;Lula é citado como alvo da Operação Lava Jato;
18.03.2016 ;Au Brésil, le duel entre lancien président Lula et le juge Moro;http://www.lemonde.fr/ameriques/article/2016/03/18/au-bresil-le-face-a-face-entre-lula-et-le-juge-moro_4885357_3222.html?xtmc=lava_jato&xtcr=68;Lava Jato;Correspondente Claire Gatinois;Floriano Peixoto de Azevedo (professor da USP);Lula e Moro;edição paga;
18.03.2016 ;Au Brésil, le duel entre lancien président Lula et le juge Moro;http://www.lemonde.fr/ameriques/article/2016/03/18/au-bresil-le-face-a-face-entre-lula-et-le-juge-moro_4885357_3222.html?xtmc=lava_jato&xtcr=68;Lava Jato;Correspondente Claire Gatinois;Esther Solana (universitária que realiza uma pesquisa sobre as manifestações no Brasil);Lula e Moro;edição paga;
18.03.2016 ;Au Brésil, le duel entre lancien président Lula et le juge Moro;http://www.lemonde.fr/ameriques/article/2016/03/18/au-bresil-le-face-a-face-entre-lula-et-le-juge-moro_4885357_3222.html?xtmc=lava_jato&xtcr=68;Lava Jato;Correspondente Claire Gatinois;Daniel Pereira Andrade (professor de Sociologia da FGV);Lula e Moro;edição paga;
18.03.2016;Brésil : les protagonistes de la crise qui secoue le pays;http://www.lemonde.fr/ameriques/article/2016/03/18/bresil-les-protagonistes-de-la-crise-qui-secoue-le-pays_4886037_3222.html#PhWPlRPgTzibf76o.99;Lava Jato;Le Monde;Sem fontes- explicação sobre os atores envolvidos na crise do país;Protagonistas da crise do Brasil;;
19.03.2016;Au Brésil, la « magie Lula » affaiblie mais toujours vivante;http://www.lemonde.fr/ameriques/article/2016/03/19/lula-se-pose-en-reconciliateur-du-bresil_4886120_3222.html#hjQM3hjdF7rAiO69.99;Lava Jato;Correspondente Claire Gatinois;Evaldo Serafim Coelho (vendedor ambulante);Lula;"O texto fala que Lula perdeu força, mas ainda tem apoio de muitos brasileiros, e trata das manifestações em seu apoio na época em que foi nomeado  Ministro da Casa Civil. 
Lancien syndicaliste a mis de côté les critiques formulées ces derniers jours contre les médias et les méthodes du juge Sergio Moro, en charge de lenquête « Lava Jato » portant sur le scandale de corruption impliquant le groupe pétrolier Petrobras, des entreprises du BTP et une multitude de dirigeants politiques. Vendredi, il nétait question que de « paix et damour ».";
19.03.2016;Au Brésil, la « magie Lula » affaiblie mais toujours vivante;http://www.lemonde.fr/ameriques/article/2016/03/19/lula-se-pose-en-reconciliateur-du-bresil_4886120_3222.html#hjQM3hjdF7rAiO69.99;Lava Jato;Correspondente Claire Gatinois;Lula;Lula;"O texto fala que Lula perdeu força, mas ainda tem apoio de muitos brasileiros, e trata das manifestações em seu apoio na época em que foi nomeado  Ministro da Casa Civil. 
Lancien syndicaliste a mis de côté les critiques formulées ces derniers jours contre les médias et les méthodes du juge Sergio Moro, en charge de lenquête « Lava Jato » portant sur le scandale de corruption impliquant le groupe pétrolier Petrobras, des entreprises du BTP et une multitude de dirigeants politiques. Vendredi, il nétait question que de « paix et damour ».";
19.03.2016;Au Brésil, la « magie Lula » affaiblie mais toujours vivante;http://www.lemonde.fr/ameriques/article/2016/03/19/lula-se-pose-en-reconciliateur-du-bresil_4886120_3222.html#hjQM3hjdF7rAiO69.99;Lava Jato;Correspondente Claire Gatinois;Celso Marcondes;Lula;"O texto fala que Lula perdeu força, mas ainda tem apoio de muitos brasileiros, e trata das manifestações em seu apoio na época em que foi nomeado  Ministro da Casa Civil. 
Lancien syndicaliste a mis de côté les critiques formulées ces derniers jours contre les médias et les méthodes du juge Sergio Moro, en charge de lenquête « Lava Jato » portant sur le scandale de corruption impliquant le groupe pétrolier Petrobras, des entreprises du BTP et une multitude de dirigeants politiques. Vendredi, il nétait question que de « paix et damour ».";
19.03.2016;Au Brésil, la « magie Lula » affaiblie mais toujours vivante;http://www.lemonde.fr/ameriques/article/2016/03/19/lula-se-pose-en-reconciliateur-du-bresil_4886120_3222.html#hjQM3hjdF7rAiO69.99;Lava Jato;Correspondente Claire Gatinois;(Instituto Lula);Lula;"O texto fala que Lula perdeu força, mas ainda tem apoio de muitos brasileiros, e trata das manifestações em seu apoio na época em que foi nomeado  Ministro da Casa Civil. 
Lancien syndicaliste a mis de côté les critiques formulées ces derniers jours contre les médias et les méthodes du juge Sergio Moro, en charge de lenquête « Lava Jato » portant sur le scandale de corruption impliquant le groupe pétrolier Petrobras, des entreprises du BTP et une multitude de dirigeants politiques. Vendredi, il nétait question que de « paix et damour ».";
25.03.2016;Dilma Rousseff : « Pour môter le pouvoir, il faudra des preuves »;http://www.lemonde.fr/ameriques/article/2016/03/25/dilma-rousseff-pour-m-oter-le-pouvoir-il-faudra-des-preuves_4889860_3222.html#XeW1r8La1GlcMGWm.99;Lava Jato;Correspondente Claire Gatinois;Dilma Rousseff;Dilma Rousseff;Entrevista com Dilma Rousseff na época em que havia grandes rumores sobre sua destituição. Dilma concedeu entrevista a 6 jornais estrangeiros, entre eles o Le Monde. Ela defende-se e diz que não está envolvida na Operação Lava Jato.;
28.03.2016;Le juge Moro, ennemi juré de Lula, idole des Brésiliens;http://www.lemonde.fr/m-actu/article/2016/03/28/le-juge-moro-ennemi-jure-de-lula-idole-des-bresiliens_4891019_4497186.html?xtmc=lava_jato&xtcr=64;Lava Jato;Correspondente Claire Gatinois;advogado de um envolvido no caso;Sérgio Moro;;
28.03.2016;Le juge Moro, ennemi juré de Lula, idole des Brésiliens;http://www.lemonde.fr/m-actu/article/2016/03/28/le-juge-moro-ennemi-jure-de-lula-idole-des-bresiliens_4891019_4497186.html?xtmc=lava_jato&xtcr=64;Lava Jato;Correspondente Claire Gatinois;Celso Marcondes (Instituto Lula);Sérgio Moro;;
29.03.2016 ;Lula en mission séduction pour défendre Dilma Rousseff;http://www.lemonde.fr/ameriques/article/2016/03/29/l-operation-seduction-de-lula-pour-defendre-dilma-rousseff_4891456_3222.html#L9CmGIpe5pWFBT5W.99;Lava Jato;Correspondente Claire Gatinois;Lula;Lula;A matéria fala sobre a coletiva concedida por Lula à imprensa internacional e sobre a tentativa dele de ajudar a salvar o mandato de Dilma;
30.03.2016;"Brésil : le gouvernement de Dilma Rousseff est-il vraiment fini ?
";http://www.lemonde.fr/ameriques/article/2016/03/30/dilma-rousseff-lachee-par-son-principal-allie_4892108_3222.html#HITxDmLZKeWRb85h.99;Lava Jato;Correspondente Claire Gatinois;Aécio Neves (PSDB);Governo de Dilma Rousseff;;
30.03.2016;"Brésil : le gouvernement de Dilma Rousseff est-il vraiment fini ?
";http://www.lemonde.fr/ameriques/article/2016/03/30/dilma-rousseff-lachee-par-son-principal-allie_4892108_3222.html#HITxDmLZKeWRb85h.99;Lava Jato;Correspondente Claire Gatinois;Marco Antonio Carvalho Teixeira (politólogo da FGV);Governo de Dilma Rousseff;;
30.03.2016;"Brésil : le gouvernement de Dilma Rousseff est-il vraiment fini ?
";http://www.lemonde.fr/ameriques/article/2016/03/30/dilma-rousseff-lachee-par-son-principal-allie_4892108_3222.html#HITxDmLZKeWRb85h.99;Lava Jato;Correspondente Claire Gatinois;fonte anônima de Brasília;Governo de Dilma Rousseff;;
04.04.2016;"
Brésil : Petrobras au cur de la corruption
";http://www.lemonde.fr/panama-papers/article/2016/04/04/bresil-petrobras-au-c-ur-de-la-corruption_4895173_4890278.html#SYJvCX2kmsjB6JT5.99;Lava Jato;Le Monde;Sem fontes;Petrobras;Texto sobre os escândalos de corrupção envolvendo a Petrobras, em especial, o Panama Papers;
07.04.2016;"Au Brésil, la « ?troisième voie » de Marina Silva
";http://www.lemonde.fr/ameriques/article/2016/04/07/au-bresil-la-troisieme-voie-de-marina-silva_4897664_3222.html#cQP7pRqjhGwDUpyP.99;Lava Jato;Correspondente Claire Gatinois;Marina Silva;Entrevista com Marina Silva;Marina comenta sobre a Lava Jato durante a entrevista e o texto fala sobre o envolvimento de Lula na Lava Jato;
16.04.2016;"« Lava jato », prémices dun berluconisme brésilien ?
";http://www.lemonde.fr/idees/article/2016/04/16/lava-jato-premices-d-un-berluconisme-bresilien_4903435_3232.html#OQU80vKSLfx3YXkr.99;Lava Jato;Correspondente Claire Gatinois;Sergio Moro (Folha de S. Paulo);Comparação com a Operação mãos limpas;edição paga;
16.04.2016;"« Lava jato », prémices dun berluconisme brésilien ?
";http://www.lemonde.fr/idees/article/2016/04/16/lava-jato-premices-d-un-berluconisme-bresilien_4903435_3232.html#OQU80vKSLfx3YXkr.99;Lava Jato;Correspondente Claire Gatinois;;Comparação com a Operação mãos limpas;edição paga;
16.04.2016;« Le Brésil vit une mise à lépreuve démocratique »;http://www.lemonde.fr/idees/article/2016/04/16/le-parti-des-travailleurs-s-est-laisse-engluer-par-un-systeme-politique-a-bout-de-souffle_4903544_3232.html#ylEmGxwd87U4OwCB.99;Lava Jato;Frédéric Louault ;Dilma Rousseff;Dilma Rousseff;Texto de opinião escrito por Frédéric Louault, professor da Universidade livre de Bruxelas e vice-presidente do Observatório Político da América Latina e Caribe;
13.05.2016;Les embarras judiciaires de Michel Temer, le président brésilien par intérim;http://www.lemonde.fr/ameriques/article/2016/05/13/les-embarras-judiciaires-de-michel-temer-le-president-bresilien-par-interim_4918968_3222.html#mCfAvMZ9g72ieW3x.99;Lava Jato;Correspondente Claire Gatinois;Claudia Ferreira Mac Dowell (procuradora da Justiça Eleitoral);Envolvimento de Michel Temer em casos de corrupção;;
13.05.2016;Les embarras judiciaires de Michel Temer, le président brésilien par intérim;http://www.lemonde.fr/ameriques/article/2016/05/13/les-embarras-judiciaires-de-michel-temer-le-president-bresilien-par-interim_4918968_3222.html#mCfAvMZ9g72ieW3x.99;Lava Jato;Correspondente Claire Gatinois;assessor de imprensa de Michel Temer;Envolvimento de Michel Temer em casos de corrupção;;
13.05.2016;Les embarras judiciaires de Michel Temer, le président brésilien par intérim;http://www.lemonde.fr/ameriques/article/2016/05/13/les-embarras-judiciaires-de-michel-temer-le-president-bresilien-par-interim_4918968_3222.html#mCfAvMZ9g72ieW3x.99;Lava Jato;Correspondente Claire Gatinois;;Envolvimento de Michel Temer em casos de corrupção;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;Mario Vargas Llosa;Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;Armelle Enders (escritora);Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;New York Times;Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;Rosiska Darcy de Oliveira (jornalista do O Globo);Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;Lucia Xavier (grupo de articulação das mulheres negras);Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;Associação Procure Saber;Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;O Globo;Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;Fernando Henrique Cardoso;Governo interim de Michel Temer;;
16.05.2016;Après la chute de Dilma Rousseff, le nouveau gouvernement brésilien ne séduit pas;http://www.lemonde.fr/ameriques/article/2016/05/16/apres-la-chute-de-dilma-rousseff-le-nouveau-gouvernement-bresilien-ne-seduit-pas_4920059_3222.html#wSv6rJgp2da6XCmK.99;Lava Jato;Correspondente Claire Gatinois;Marco Antonio Carvalho Teixeira (FGV);Governo interim de Michel Temer;;
24.05.2016;Au Brésil, le gouvernement par intérim rattrapé par le scandale de corruption Petrobras; http://www.lemonde.fr/ameriques/article/2016/05/24/au-bresil-le-gouvernement-par-interim-rattrape-par-le-scandale-de-corruption-petrobras_4925365_3222.html#mhr73mxwzd5l2AsY.99;Lava Jato;Correspondente Claire Gatinois;Marco Antonio Carvalho Teixeira (politólogo da FGV);Governo de Dilma Rouseff;edição paga;
24.05.2016;Au Brésil, le gouvernement par intérim rattrapé par le scandale de corruption Petrobras; http://www.lemonde.fr/ameriques/article/2016/05/24/au-bresil-le-gouvernement-par-interim-rattrape-par-le-scandale-de-corruption-petrobras_4925365_3222.html#mhr73mxwzd5l2AsY.99;Lava Jato;Correspondente Claire Gatinois;Aécio Neves;Governo de Dilma Rouseff;edição paga;
24.05.2016;Au Brésil, le gouvernement par intérim rattrapé par le scandale de corruption Petrobras; http://www.lemonde.fr/ameriques/article/2016/05/24/au-bresil-le-gouvernement-par-interim-rattrape-par-le-scandale-de-corruption-petrobras_4925365_3222.html#mhr73mxwzd5l2AsY.99;Lava Jato;Correspondente Claire Gatinois;fonte anônima de Brasília;Governo de Dilma Rouseff;edição paga;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Laurent Vidal (professor da Université La Rochelle);Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Site Congresso em Foco;Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Bruno Brandao (Transparência Internacional);Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;fonte anônima de Brasília;Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Folha de S. Paulo;Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Carlos Melo (professor do Insper);Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Roberto Dias (professor de Direito da FGV);Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Vidal. Norman Gall (diretor do Instituto Fernand-Braudel em São Paulo);Crise no Brasil- Corrupção;;
07.06.2016 ;Limplosion du système brésilien;http://abonnes.lemonde.fr/idees/article/2016/06/07/l-implosion-du-systeme-bresilien_4940662_3232.html?xtmc=operation_lava_jato&xtcr=78;Lava Jato;Correspondente Claire Gatinois;Fernando ­Gabeira (escritor e deputado do Partido Verde);Crise no Brasil- Corrupção;;
08.07.2016;Brésil : les larmes amères dEduardo Cunha;http://www.lemonde.fr/ameriques/article/2016/07/08/bresil-les-larmes-ameres-d-eduardo-cunha_4966547_3222.html#twyVdzfterz8kdC3.99;Lava Jato;Correspondente Claire Gatinois;Eduardo Cunha;demissão de Eduardo Cunha da presidência da Câmara;Cunha é citado como um dos políticos envolvidos na Lava Jato;
08.07.2016;Brésil : les larmes amères dEduardo Cunha;http://www.lemonde.fr/ameriques/article/2016/07/08/bresil-les-larmes-ameres-d-eduardo-cunha_4966547_3222.html#twyVdzfterz8kdC3.99;Lava Jato;Correspondente Claire Gatinois;Marco Antonio Carvalho Teixeira (politólogo da FGV);demissão de Eduardo Cunha da presidência da Câmara;Cunha é citado como um dos políticos envolvidos na Lava Jato;
08.07.2016;Brésil : les larmes amères dEduardo Cunha;http://www.lemonde.fr/ameriques/article/2016/07/08/bresil-les-larmes-ameres-d-eduardo-cunha_4966547_3222.html#twyVdzfterz8kdC3.99;Lava Jato;Correspondente Claire Gatinois;fonte anônima de Brasília;demissão de Eduardo Cunha da presidência da Câmara;Cunha é citado como um dos políticos envolvidos na Lava Jato;
08.07.2016;Brésil : les larmes amères dEduardo Cunha;http://www.lemonde.fr/ameriques/article/2016/07/08/bresil-les-larmes-ameres-d-eduardo-cunha_4966547_3222.html#twyVdzfterz8kdC3.99;Lava Jato;Correspondente Claire Gatinois;;demissão de Eduardo Cunha da presidência da Câmara;Cunha é citado como um dos políticos envolvidos na Lava Jato;
29.07.2016;Au Brésil, lex-président Lula inculpé pour tentative dentrave à la justice;http://www.lemonde.fr/ameriques/article/2016/07/29/au-bresil-l-ex-president-lula-inculpe-pour-tentative-d-entrave-a-la-justice_4976480_3222.html#Mq8wcEz6y4YYQYMX.99;Lava Jato;Correspondente Claire Gatinois;Lula;Lula;;
29.07.2016;Au Brésil, lex-président Lula inculpé pour tentative dentrave à la justice;http://www.lemonde.fr/ameriques/article/2016/07/29/au-bresil-l-ex-president-lula-inculpe-pour-tentative-d-entrave-a-la-justice_4976480_3222.html#Mq8wcEz6y4YYQYMX.99;Lava Jato;Correspondente Claire Gatinois;Roberto Teixeira e Cristiano Zanin Martins (advogados de Lula);Lula;;
