Data;Título;Link;Termo da pesquisa ;Autor;Fontes;Assuntos tratados;Conteúdo;
15.03.17;Scandale Petrobras : la liste qui fait trembler la classe politique brésilienne;http://liberation.fr/planete/2017/03/15/scandale-petrobras-la-liste-qui-fait-trembler-la-classe-politique-bresilienne_1556018;Lava Jato;Chantal Rayes;Esther Solano (professora de sociologia da Unifesp);Delação da Odebrecht (delação)/ Lista de Janot;O texto cita a lista apresentada pelos ex-dirigentes da Odebrecht com os políticos que se beneficiaram de dinheiro da Odebrecht em suas campanhas eleitorais. Aqui, o texto mostra que não apenas políticos de partidos de esquerda foram atingidos, mas também nomes como Michel Temer, Aécio Neves, José Serra e Rodrigo Maia ;
19.04.17;Au Brésil, amende nourrie pour groupe de BTP pourri;http://liberation.fr/planete/2017/04/18/au-bresil-amende-nourrie-pour-groupe-de-btp-pourri_1563577;Lava Jato;Chantal Rayes;Emílio Odebrecht;Odebrecht;O texto explica como a Odebrecht operou no Brasil e no exterior pagando propinas para partidos político para conseguir vantagens no mercado. Os partidos mais afetados são PT, PMDB e PSDB;IMPORTANTE
19.04.17;Au Brésil, amende nourrie pour groupe de BTP pourri;http://liberation.fr/planete/2017/04/18/au-bresil-amende-nourrie-pour-groupe-de-btp-pourri_1563577;Lava Jato;Chantal Rayes;Marcelo Odebrecht;Odebrecht;O texto explica como a Odebrecht operou no Brasil e no exterior pagando propinas para partidos político para conseguir vantagens no mercado. Os partidos mais afetados são PT, PMDB e PSDB;IMPORTANTE
19.04.17;Au Brésil, amende nourrie pour groupe de BTP pourri;http://liberation.fr/planete/2017/04/18/au-bresil-amende-nourrie-pour-groupe-de-btp-pourri_1563577;Lava Jato;Chantal Rayes;Gil Castello Branco;Odebrecht;O texto explica como a Odebrecht operou no Brasil e no exterior pagando propinas para partidos político para conseguir vantagens no mercado. Os partidos mais afetados são PT, PMDB e PSDB;IMPORTANTE
19.04.17;Au Brésil, amende nourrie pour groupe de BTP pourri;http://liberation.fr/planete/2017/04/18/au-bresil-amende-nourrie-pour-groupe-de-btp-pourri_1563577;Lava Jato;Chantal Rayes;(secretário do think tank Contas Abertas);Odebrecht;O texto explica como a Odebrecht operou no Brasil e no exterior pagando propinas para partidos político para conseguir vantagens no mercado. Os partidos mais afetados são PT, PMDB e PSDB;IMPORTANTE
12.04.17;Brésil Le gratin politique devant la Cour suprême;http://liberation.fr/planete/2017/04/12/bresil-le-gratin-politique-devant-la-cour-supreme_1562410;Lava Jato;Chantal Rayes;nota;Delação da Odebrecht / abertura de investigação da Suprema Corte;O texto fala que a Suprema Corte abriu uma investigação contra 98 pessoas, entre elas 8 ministros, 24 senadores e 39 deputados, além de 3 ex-presidentes, incluindo Lula;
12.04.17;Le gratin politique brésilien au menu de la Cour suprême;http://liberation.fr/planete/2017/04/12/le-gratin-politique-bresilien-au-menu-de-la-cour-supreme_1562306;Lava Jato;Chantal Rayes;Claudio Couto (cientista político) e Fábio Wanderley Reis (cientista político);Lista de Fachin;O texto é similar ao de cima, mas mais completo e traz algumas perguntas e respostas. As perguntas são: Qua décidé le juge rapporteur de Lava Jato à la Cour suprême, Edson Fachin ?/ Quelles sont les conséquences pour Lula ?/ Quelles sont les perspectives pour lestablishment politique ?/ ;Este texto é similar ao de cima, mas mais completo.
05.04.17;La campagne de Guyane;http://liberation.fr/debats/2017/04/04/la-campagne-de-guyane_1560511;Lava Jato; Emmanuel Lézy;não tem fontes;Guiana Francesa;O texto apenas cita a Lava Jato, mas é sobre a crise pela qual a Guiana Francesa passa;
25.05.17;Brésil : Temer le «destitueur» sapproche de la destitution;http://liberation.fr/planete/2017/05/25/bresil-temer-le-destitueur-s-approche-de-la-destitution_1572370;Lava Jato;Chantal Rayes;O Globo;Crise no governo Temer/ áudio de Joesley Batista;O texto fala sobre a conversa de Temer com Joesley Batista e sobre a fragilidade de seu governo que, naquele período, estava muito visado a acabar;
25.05.17;Brésil : Temer le «destitueur» sapproche de la destitution;http://liberation.fr/planete/2017/05/25/bresil-temer-le-destitueur-s-approche-de-la-destitution_1572370;Lava Jato;Chantal Rayes;Fábio Wanderley Reis (professora da UFMG);Crise no governo Temer/ áudio de Joesley Batista;O texto fala sobre a conversa de Temer com Joesley Batista e sobre a fragilidade de seu governo que, naquele período, estava muito visado a acabar;
25.05.17;Brésil : Temer le «destitueur» sapproche de la destitution;http://liberation.fr/planete/2017/05/25/bresil-temer-le-destitueur-s-approche-de-la-destitution_1572370;Lava Jato;Chantal Rayes;;Crise no governo Temer/ áudio de Joesley Batista;O texto fala sobre a conversa de Temer com Joesley Batista e sobre a fragilidade de seu governo que, naquele período, estava muito visado a acabar;
25.05.17;Corruption : le président brésilien sur un siège éjectable;http://liberation.fr/planete/2017/05/25/corruption-le-president-bresilien-sur-un-siege-ejectable_1572265;Lava Jato;Chantal Rayes;;Crise no governo Temer/ áudio de Joesley Batista;textos similares;
18.05.17;Michel Temer ne veut pas démissionner, malgré des accusations accablantes;http://liberation.fr/planete/2017/05/18/michel-temer-ne-veut-pas-demissionner-malgre-des-accusations-accablantes_1570510;Lava Jato;Chantal Rayes;Carlos Melo (cientista político);Crise no governo Temer/ áudio de Joesley Batista;O texto fala que Temer tentava colocar entraves para acabar com a Lava Jato e trata dos áudios entre ele e Joesley divulgados pelo jornal O Globo;
18.05.17;Michel Temer ne veut pas démissionner, malgré des accusations accablantes;http://liberation.fr/planete/2017/05/18/michel-temer-ne-veut-pas-demissionner-malgre-des-accusations-accablantes_1570510;Lava Jato;Chantal Rayes;Merval Pereira (globoNews);Crise no governo Temer/ áudio de Joesley Batista;O texto fala que Temer tentava colocar entraves para acabar com a Lava Jato e trata dos áudios entre ele e Joesley divulgados pelo jornal O Globo;
18.05.17;Michel Temer ne veut pas démissionner, malgré des accusations accablantes;http://liberation.fr/planete/2017/05/18/michel-temer-ne-veut-pas-demissionner-malgre-des-accusations-accablantes_1570510;Lava Jato;Chantal Rayes;O Globo;Crise no governo Temer/ áudio de Joesley Batista;O texto fala que Temer tentava colocar entraves para acabar com a Lava Jato e trata dos áudios entre ele e Joesley divulgados pelo jornal O Globo;
18.05.17;Michel Temer ne veut pas démissionner, malgré des accusations accablantes;http://liberation.fr/planete/2017/05/18/michel-temer-ne-veut-pas-demissionner-malgre-des-accusations-accablantes_1570510;Lava Jato;Chantal Rayes;;Crise no governo Temer/ áudio de Joesley Batista;O texto fala que Temer tentava colocar entraves para acabar com a Lava Jato e trata dos áudios entre ele e Joesley divulgados pelo jornal O Globo;
28.06.17;Accusé de corruption, Michel Temer saccroche au pouvoir;http://liberation.fr/planete/2017/06/28/bresil-accuse-de-corruption-michel-temer-s-accroche-au-pouvoir_1580053;Lava Jato;Chantal Rayes;Christian Lynch ( professor de ciências sociais da UERJ);crise no governo de Michel Temer;"Temer tenta descreditar a Operação Lava Jato/ Ele faz de tudo para resistir até Janot sair da ""cabeça"" da operação.";
12.07.17;Lula condamné à neuf ans de prison pour corruption ;http://liberation.fr/planete/2017/07/12/lula-condamne-a-neuf-ans-de-prison-pour-corruption_1583453;Lava Jato;François Xavier Gomes;;condenação de Lula em primeira instância na Lava Jato;;
13/07/2017;Malgré sa condamnation, Lula pense toujours à la présidentielle;http://www.liberation.fr/planete/2017/07/13/malgre-sa-condamnation-lula-pense-toujours-a-la-presidentielle_1583617;Lava Jato;Chantal Rayes;Valeska Teixeira (advogada de Lula);;;
13/07/2017;Malgré sa condamnation, Lula pense toujours à la présidentielle;http://www.liberation.fr/planete/2017/07/13/malgre-sa-condamnation-lula-pense-toujours-a-la-presidentielle_1583617;Lava Jato;Chantal Rayes;Gleisi Hoffmann (PT);;;
13/07/2017;Malgré sa condamnation, Lula pense toujours à la présidentielle;http://www.liberation.fr/planete/2017/07/13/malgre-sa-condamnation-lula-pense-toujours-a-la-presidentielle_1583617;Lava Jato;Chantal Rayes;Marina Silva;;;
13/07/2017;Malgré sa condamnation, Lula pense toujours à la présidentielle;http://www.liberation.fr/planete/2017/07/13/malgre-sa-condamnation-lula-pense-toujours-a-la-presidentielle_1583617;Lava Jato;Chantal Rayes;Peter Hakim (presidente do think tank Inter American-Dialogue);;;
13/07/2017;Malgré sa condamnation, Lula pense toujours à la présidentielle;http://www.liberation.fr/planete/2017/07/13/malgre-sa-condamnation-lula-pense-toujours-a-la-presidentielle_1583617;Lava Jato;Chantal Rayes;BBC Brasil;;;
13/07/2017;Malgré sa condamnation, Lula pense toujours à la présidentielle;http://www.liberation.fr/planete/2017/07/13/malgre-sa-condamnation-lula-pense-toujours-a-la-presidentielle_1583617;Lava Jato;Chantal Rayes;;;;
